product_code,date,general_stars,softens_the_hair_stars,formulation_stars,scent_stars,key_words,text,number_of_likes
GA230819992,20240720,4,4,4,3,"Hair Type: Colored
Hair Concern: Anti-Frizz","ボリュームはふわっとあがりますね。香りは少し強めですが季節柄かえって使用しやすいもしれません☺
プラスワンもスプレー部分交換で再使用、気分上がりますね〜",0
GA230819992,20240715,4,3,5,3,,Like how they make my scalp feels so refreshing!!,0
GA230819992,20240713,5,4,5,3,,"You need to be careful where you spray your hair, it&rsquo;s strong but works really well. The smell isn&rsquo;t the best but I love the minty feeling on my scalp and it does its job.",0
GA230819992,20240713,5,3,5,4,"Hair Type: Fine 
Hair Concern: Thickening ",This is my third order and use this everyday ,0
GA230819992,20240712,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Balancing ,Scalp Treatment ,Thickening ","This feels so fresh i love it and it helps with hair loss 💗
I have repurchased soooo many times  ",0
GA230819992,20240712,4,5,5,4,"Hair Type: Fine 
Hair Concern: Thickening ,Volumizing,Hair Growth","Good to use right after washing hair, spray and rub in or dilute!",0
GA230819992,20240712,5,5,5,5,"Hair Type: Dry 
Hair Concern: Damage Repair,Hair Growth","Great smell, very relaxing
Hard to apply a little bit. Roller much better
",0
GA230819992,20240711,5,3,5,4,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Hydrating,Scalp Treatment ",I&rsquo;ve repurchased this scalp tonic multiple times. It definitely helped my scalp and hair root improvement. I can see hairs became thicker and stronger. ,0
GA230819992,20240710,4,4,4,4,,good scalp treatment for oily hair,0
GA230819992,20240709,5,5,5,5,"Hair Type: Weakened 
Hair Concern: Anti-Frizz,Scalp Treatment ,Thickening ","Have been using this for some time and after application, less hair fall off when I blow dry my hair. It also smells and feel refreshing when applied. It is a product that I have incorporated into my hair care routine.",0
GA230819992,20240709,4,4,4,5,Hair Type: Fine ,"This is a pretty decent product and cools down my scalp, but it is too small. ",0
GA230819992,20240708,4,5,5,5,,رائحة منعشة و خفيف على فروة الرأس ، الرائحة الغالبة هي رائحة الليمون و النعناع ,0
GA230819992,20240708,5,5,5,5,"Hair Type: Colored
Hair Concern: Balancing ,Anti-Frizz,Anti-Dandruff",お気に入りのヘアトナーを再入荷しました。 2 パックの方が 1 ピースボトルよりもお得です。私の頭皮はこの製品をとても気に入っています。,0
GA230819992,20240707,3,1,4,4,,"I&rsquo;ve only been using this for 2 months and not as consistent as I should, so far I wouldn&rsquo;t say I can see much of a difference. ",0
GA230819992,20240707,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Hair Growth,Hydrating,Scalp Treatment ",I have some bald sides in my hair but after using this my hair started growing and it feels so nice too. ,0
GA230819992,20240706,5,4,5,5,"Hair Type: Dry 
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ","So refreshing on the scalp, really helps with itchiness and smells so good! one of my holy grails i keep returning to",0
GA230819992,20240705,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Hydrating,Purifying ",Spraying this on your scalp after a shower gives such an instant relaxing and cooling sensation. I have noticed a lot less hair fallout since using this product.,0
GA230819992,20240704,5,5,5,4,,"I love this spray, it can be multi use. I use it on my roots after I shower or I can use it as touch up for frizzy hair to reset it. The formula doesn&rsquo;t add grease or weigh down the hair. ",0
GA230819992,20240704,5,4,4,4,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Anti-Frizz,Damage Repair",Smells good and feels very refreshing to the scalp. ,0
GA230819992,20240703,5,5,5,5,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Hair Growth,Hydrating",Really helped with growing my hair!!,0
GA230819992,20240703,5,4,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Anti-Frizz,Color Protection",Second time purchasing and I can really tell a difference in my hair. This product makes it grow so fast,0
GA230819992,20240702,5,4,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Dandruff,Hair Growth,Scalp Treatment ",Can tangle a little but really efficient ,0
GA230819992,20240702,5,4,5,5,"Hair Type: Fine 
Hair Concern: Hair Growth,Heat Protection,Damage Repair","I haven&#39;t noticed a big difference when it comes to hair loss, but it has make my hair grow slightly faster",0
GA230819992,20240701,5,3,4,4,"Hair Type: Dry 
Hair Concern: Anti-Dandruff,Hair Growth",bought it for my friends. She loves this product and has gone through many bottles ,0
GA230819992,20240701,5,5,5,5,"Hair Type: Fine 
Hair Concern: Anti-Dandruff,Scalp Treatment ,Volumizing","leaves a refreshing, cooling sensation on my scalp! i noticed healthy hair growth too since my hair got longer faster. the hair salon i go to also uses this 🥰",0
GA230819992,20240630,4,4,5,4,,"Easy to use and spray into the hair, my scalp feels less oily, i have very thin hair. So hopefully this helps with my hair loss. ",0
GA230819992,20240629,5,5,5,5,,"Very cooling, smells great! ",0
GA230819992,20240629,4,4,4,4,,"とても良かったです
ありがとうございました(^^)
",0
GA230819992,20240628,5,4,4,5,"Hair Type: Hair loss
Hair Concern: Scalp Treatment ",Love the smell and hoping to see good result later,0
GA230819992,20240628,5,5,5,5,"Hair Type: Dry 
Hair Concern: Balancing ,Scalp Treatment ",Me encant&oacute; la sensaci&oacute;n deja como mentoso y el olor a rosemary divino.,0
GA230819992,20240627,4,5,5,5,"Hair Type: Frizzy 
Hair Concern: Damage Repair,Shine ","love this, have repurchases before and not going to lie, I&#39;m not too sure about my hair growing faster/more cause I don&#39;t just notice/measure, but I really like it as a dry shampoo type of product. Because of the rosemary makes my scalp feel cleaner without the nasty dry shampoo residue you typically get plus with the benefit that it&#39;s healthier for my scalp/",0
GA230819992,20240627,4,4,4,5,"Hair Type: Curly & Wavy 
Hair Concern: Hair Growth","I love the smell, and it feels quite refreshing. Not sure if there&rsquo;s any hair difference yet probably too early to tell. ",0
GA230819992,20240627,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Anti-Frizz,Hair Growth,Scalp Treatment ",It&rsquo;s my second purchase. I noticed my hair is stronger and less hair fall. ,0
GA230819992,20240626,4,4,5,4,"Hair Type: Thinning 
Hair Concern: Hair Growth","пока не заметила изменений, но имеет запах",0
GA230819992,20240625,5,5,5,5,,So far I love this! Gives a cooling on my scalp when I spray it!,0
GA230819992,20240625,5,4,5,5,"Hair Type: Fine 
Hair Concern: Balancing ,Hydrating,Shine ","I actually meant to buy the shampoo. This was a happy mistake because I love this scalp spray. I use it most days after shampooing, I have sensitive itchy scalp and it really helps with that. My hair has grown SO much since starting to use this. I actually had to take a break because my hair was growing too fast. ",0
GA230819992,20240623,5,5,5,5,,So fresh! Nice scents. Recommend!,0
GA230819992,20240623,5,5,5,5,"Hair Type: Fine 
Hair Concern: Hair Growth,Thickening ,Volumizing",Love this product. I gave this one to my sister and she loves it too. Feel really good on your scalp.,0
GA230819992,20240623,5,5,5,5,,Loved the cooling feel after applied and massage the scalp. This is my 4th time reorder this product. I will definitely keep using this from now on.,0
GA230819992,20240622,5,4,5,5,,I love the cooling effect and the smell is nice. It&#39;s light and doesn&#39;t make my scalp feel oily. ,0
GA230819992,20240622,5,5,5,5,,the product is very good and nice,0
GA230819992,20240620,5,5,4,5,"Hair Type: Hair loss
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth","smells refreshing but i dont know if its helping my hairfall or not, im still waiting for results, maybe i have to finish 2 bottles first",0
GA230819992,20240619,4,3,5,5,,Refreshing fragrance. Cool down your scalp. Been using a couple week. I&rsquo;m not sure if this works? But I&rsquo;ll keep trying to use it. ,0
GA230819992,20240619,5,5,5,4,"Hair Type: Curly & Wavy 
Hair Concern: Damage Repair,Balancing ,Anti-Frizz",This hair product was my first time i have tried. I absolutely loved it. My hair health has improved a lot ,0
GA230819992,20240618,5,4,5,4,,暑い時期ドライヤー前にするとすっきりして気持ち良いです,0
GA230819992,20240617,5,5,5,5,"Hair Type: Colored
Hair Concern: Balancing ,Color Protection,Damage Repair","This is my second time purchasing so I&#39;m obsessed and that&#39;s all I have to say about it, I also would like to add that all the claims are true 👍",0
GA230819992,20240617,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Hair Growth,Scalp Treatment ","M&ugrave;i thơm, dễ sử dụng được tặng k&egrave;m n&ecirc;n ok",0
GA230819992,20240615,5,5,4,5,"Hair Type: Fine 
Hair Concern: Color Protection,Damage Repair,Heat Protection",It smells so good and I like the way it feel ,0
GA230819992,20240614,5,5,2,3,"Hair Type: Curly & Wavy 
Hair Concern: Balancing ",은은한 향이 매력 있어요. 강하지 않고 어지럽지 않아요,0
GA230819992,20240614,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Scalp Treatment ","リピートしてます。これあるとないとじゃ全然違うので、ずっと販売して欲しいです。
頭皮のケアは本当に大事ですね。",0
GA230819992,20240614,4,4,4,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Balancing ,Damage Repair","I have been using this product for two months and use it daily. I have finished one bottle and maybe a quarter of the second bottle (so estimate about 4-6 months for both bottles). I spray all over after wash days and only in problematic areas daily. I have not necessarily seen any difference yet for hair growth (it is way too early to tell) BUT this product really helps with hot spots and irritation. I have a neuro condition and one side effect causes my skin to get incredible irritated and become inflamed or itchy in spots at random times. This spray has really helped calm that down and prevent more irritation. 

The scent is FANTASTIC. I am IN LOVE with the scent. My hair is softer overall but will need more time to know if it really does help with hair growth and strength. ",0
GA230819992,20240612,3,4,4,5,,届いた時に商品の箱が開けばなしでびっくりしました!香りはよくススする感じでなので、良くなるのを楽しみします。,0
GA230819992,20240612,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Damage Repair,Heat Protection,Purifying ",Its very refreshing! I love the smell too,0
GA230819992,20240612,5,5,5,5,"Hair Type: Frizzy 
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ","Works great on the scalp. Makes the roots clean and fresh. I really like this product, works best during summer time. Thanks",0
GA230819992,20240611,5,5,5,5,,"すごく気持ちいいし、スプレーしやすい！
かおりも好きです。",0
GA230819992,20240609,5,2,4,5,,"탈모가 진행되서 두피 캐어를 위해 사용하고 있는데,  쿨링과 진정에는 효과 있고, 기름기도 덜 생기는것 같아요. 써보고 좋아서 지인들에게 많이 선물 했는데 다들 좋다며 재구매들 하고 있어요",0
GA230819992,20240608,3,2,2,4,"Hair Type: Fine 
Hair Concern: Damage Repair,Hydrating,Scalp Treatment ","Doesn&rsquo;t really work, just good for feeling tingly",0
GA230819992,20240607,4,3,4,5,"Hair Type: Hair loss
Hair Concern: Damage Repair,Hair Growth,Purifying ",My scalp feels refreshed after using this. It also has a pleasant scent of rosemary. ,0
GA230819992,20240607,5,5,5,5,,Every time I use it my scalp feels refreshed 💗 itnot greasy and it has a nice smell ,0
GA230819992,20240606,5,3,5,5,"Hair Type: Fine 
Hair Concern: Damage Repair,Hair Growth,Scalp Treatment ",I was so thrilled with the results of the first bottle that I immediately purchased two more during a promotion. I am currently on my second bottle and am hopeful that it will continue to deliver the same amazing results. I highly recommend this hair root enhancer to anyone looking to improve the growth and overall health of their hair. It is a great investment that has made a significant difference in the appearance of my hair.,0
GA230819992,20240606,5,5,5,5,,"頭皮がスッキリして、髪もサラサラになる気がします！
オススメです。",0
GA230819992,20240604,5,5,5,5,,Came super fast and was packaged well,0
GA230819992,20240603,4,5,4,5,,"It makes ur hair regrowth! Although my nature hair is always thick with a lot  baby hair but I still want to use it coz i dye hair alot! It wont show immediately but slowly make ur hair look healthier, smell good",0
GA230819992,20240601,5,4,5,5,"Hair Type: Fine 
Hair Concern: Scalp Treatment ,Thickening ,Volumizing",It smells very nice. I like how cooling it is and  it doesnt irritate or feels oily in my scalp. I will continue to use it,0
GA230819992,20240601,5,1,5,5,,My 5th bottle cools the scalp,0
GA230819992,20240601,5,4,5,5,"Hair Type: Hair loss
Hair Concern: Balancing ,Scalp Treatment ,Thickening ",This is my millionth time buying this it is so goood,0
GA230819992,20240601,5,3,4,5,"Hair Type: Fine 
Hair Concern: Anti-Dandruff,Anti-Frizz,Hair Growth","I&rsquo;ve ordered this before. This is my second time ordering and I absolutely love it. It makes my hair/roots refreshed and it helps a lot with dandruff which is a big problem for me.

I prefer using this on wet hair after I&rsquo;m out of the shower. It tingles for a bit after but that might just be the feeling of the rosemary or mint like.

I used it on dry hair but it made my hair a bit oily so I recommend if you&rsquo;re using, you use it on wet hair after showering.",0
GA230819992,20240531,5,5,5,5,"Hair Type: Fine 
Hair Concern: Color Protection,Hair Growth,Hydrating","If you&rsquo;re looking for a sign, get it ",0
GA230819992,20240531,5,4,5,5,"Hair Type: Thinning 
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ",Keeps my roots less oily for longer and helps my light eczema. Smells nice as well.,0
GA230819992,20240531,5,4,5,5,,"Пока только тестирую, но уже мне нравится. Дает хороший объем и отлично пахнет. Для тонкой склонной к выпадению волосам подойдет хорошо👍",0
GA230819992,20240530,5,5,5,4,,"This product helped with my dry scalp and itchiness. It also softens my hair and adds volume. I do not like hair products that make my hair stiff, but I really like how soft my hair is after few sprays after washing my hair. Highly recommended!",0
GA230819992,20240530,4,4,4,4,,"가성비 굳, 다시 구매할거 같아요 어우우우ㅜ우ㅜ우ㅜ우",0
GA230819992,20240525,4,4,5,4,"Hair Type: Fine 
Hair Concern: Volumizing,Hair Growth","I don;t know if it&#39;s this enhancer or the collagen I&#39;ve been drinking lately, but I see baby hairs growing",0
GA230819992,20240525,5,5,5,5,,"탈모에 로즈마리 오일이 효과가 좋은데 오일은 데일리로는 부담스러워서 사본 미스트, 매일 뿌리기 너무 좋고 두피쿨링효과도 대단해서 여름에 특히 더 좋아요! 머리도 덜 빠지는것 같은 느낌",0
GA230819992,20240524,4,5,5,3,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Thickening ",I&rsquo;m not crazy about the scent but as for the actual product I love it!,0
GA230819992,20240524,5,4,4,5,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Damage Repair,Hydrating",ローズマリーのいい香りで癒やされながら頭皮ケアできます。,0
GA230819992,20240523,5,5,5,3,"Hair Type: Fine 
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ",second bottle. not oily and helps with fall out a bit ,0
GA230819992,20240523,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Damage Repair",super cooling when used. already noticed my baby hairs growing after a few uses.,0
GA230819992,20240522,5,5,5,5,,何本目か分からない程リピートしています🤍頭皮がスースーして気持ちいいです😊,0
GA230819992,20240522,5,3,5,4,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Color Protection,Hydrating","This is a nice product. It smells like herbal rosemary but does not project very far so it does not compete with other scents. It is verybtingly and leaves the scalp feeling fresh, but if you have sensitive skin then it might be too much. 
I did find it gave more volume to my roots which is nice to have with curly hair.",0
GA230819992,20240521,5,5,5,5,,Love it very nice I recommend it ,0
GA230819992,20240521,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Balancing ,Hair Growth,Hydrating","A stable in my hair care regimen, has helped so much with my hair. Did not see much of a hair growth improvements but very cooling and helps with with my roots. ",0
GA230819992,20240521,4,3,3,3,,I don&#39;t know if this helps my hair grow or strengthens my hair but I&#39;ll probably see more results if I use this in 3 to 6 months. I do want to mention when I do apply this on my route it feels tingly yet refreshing. I don&#39;t know if the tingly feeling is a good thing. ,0
GA230819992,20240520,5,5,5,5,"Hair Type: Fine 
Hair Concern: Damage Repair,Hair Growth,Shine ",Have noticed hair growth ,0
GA230819992,20240519,4,5,4,5,,Nice smell and refreshing after spray. But i haven&#39;t feel that much improvement (might be more time required),0
GA230819992,20240519,5,2,5,4,,"2 full bottles with an applicator. After 2-3 days I already see the results. The smell is minty and feels refreshing when I apply on my roots. Doesn&#39;t make my roots and hair greasy, which allows to use it everyday",0
GA230819992,20240518,5,5,5,5,"Hair Type: Fine 
Hair Concern: Hair Growth",I have so much hair growth on my bald spots! I hated oiling but this spray dries completely natural with no oil residue!,0
GA230819992,20240518,5,5,5,5,"Hair Type: Fine 
Hair Concern: Damage Repair,Hair Growth,Heat Protection","Pleasantly cools the scalp, wonderful smell. Can&rsquo;t say anything yet about the improvement in hair growth.  ",0
GA230819992,20240516,4,4,4,5,,"Minty and refreshing, especially out of the shower.  It sure it does anything for the hair, but it does feel pretty good when the weather is warm.",0
GA230819992,20240514,5,3,5,4,"Hair Type: Frizzy 
Hair Concern: Anti-Frizz,Balancing ,Color Protection","夏のベタベタ頭皮対策に。
詰め替え付きなのでお得！",0
GA230819992,20240513,5,3,5,5,"Hair Type: Colored
Hair Concern: Scalp Treatment ",定番品。夏に向けて活躍するので、今から購入しています。,0
GA230819992,20240513,5,3,5,3,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Hydrating,Scalp Treatment ",Maybe I and my husband finished this scalp tonic more than 10 bottles. It didn&rsquo;t dramatically increased hair volume of course cuz this is not a medicine but very satisfying. ,0
GA230819992,20240512,5,4,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Color Protection,Hair Growth,Balancing ","Love, love this product, it&rsquo;s smells like mint and you get that mint feeling when applying,  it will go away fairly quickly, I&rsquo;ve not seen of the hair grow or hair falling help witch was the main reason I purchased it in the beginning but will continue using it because of how clean and refreshed my head feels. I&rsquo;ve re- purchase this product multiple times and will continue to do so. ",0
GA230819992,20240512,5,5,5,5,"Hair Type: Fine 
Hair Concern: Hair Growth,Thickening ,Shine ",Love the scent lol i use this on my roots then blow dry and it does give it more volume. Need longer use to see the results. Will update,0
GA230819992,20240512,5,4,4,4,"Hair Type: Fine 
Hair Concern: Balancing ,Hair Growth,Heat Protection",I&#39;ve been wanting to try rosemary on my scalp. I love this spray. Easy to use and I do notice hair growth!,0
GA230819992,20240512,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Damage Repair,Heat Protection,Hair Growth","Разогревает кожу головы, есть ментол. Будьте готовы что голова будет подпекать. Не сильно, но чувствовать это вы будете",0
GA230819992,20240511,4,4,4,4,"Hair Type: Fine 
Hair Concern: Anti-Frizz",It tingles the scalp with mint I believe like all hair loss products do. This however doesn&#39;t leave my scalp itchy so there a plus. I don&#39;t see any real improvement of my scalp too much. I still have this dry patch at times. ,0
GA230819992,20240510,5,5,5,5,,Me quito la caspa y deja un efecto frio en el cuero cabelludo asi q es perfecto si sufres de rojes y comez&oacute;n producto de dermatitis ceboreica. Huele fuerte a hierbas personalmente me encantan esos olores pero si tener en mente si no es su olor favorito.,0
GA230819992,20240509,5,5,5,5,,以前から気になっていたブランドだったので、即購入しました。香りが、好き過ぎて、頭も、スッキリ。購入して良かったです。,0
GA230819992,20240509,5,5,5,4,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Hair Growth,Scalp Treatment ","love the scent, gives my roots and boost and leaves my hair feeling great ",0
GA230819992,20240508,5,5,5,5,"Hair Type: Colored
Hair Concern: Color Protection,Damage Repair,Shine ",何本かリピしています。ローズマリーの香りが好きです。清涼感もいいです。,0
GA230819992,20240508,5,5,5,5,,"does not make hair dirty, pleasant to use, hair grows faster",0
GA230819992,20240508,5,4,5,5,"Hair Type: Dry 
Hair Concern: Heat Protection,Hydrating",My mom and me use this product every day for a good scalp ,0
GA230819992,20240507,5,5,5,5,,It Good make my hair cool I recommend this product,0
GA230819992,20240507,4,4,4,3,"Hair Type: Fine 
Hair Concern: Volumizing","即効性がめちゃくちゃあるとは思いませんが、頭皮マッサージは日常的にやったほうがいいと思うのでアロマティカの商品を愛用しています
詰め替えつきでお安くゲットできました",0
GA230819992,20240507,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Scalp Treatment ","I&rsquo;ve been using this one and It helps my hair growing up so well, smells good, they gave a good deal with this product so I bought it right away",0
GA230819992,20240507,4,4,4,4,,"It need to be a long period of time to this process however I abssorb quickly and so fresh. I hope it works well
",0
GA230819992,20240506,5,5,5,5,"Hair Type: Colored
Hair Concern: Color Protection,Anti-Frizz,Anti-Dandruff",Smells good and makes my scalp tingly and refreshed. I&rsquo;m not sure if it gives a root enhancing. But I&rsquo;ve noticed that my eczema is doing much better and I have new hair growth. I really like this product. I use it right after the shower then add some of the perfect styling serum and leave it on for a bit before drying. Leaves it soft and shiny. ,0
GA230819992,20240506,5,4,5,4,"Hair Type: Frizzy 
Hair Concern: Hair Growth,Hydrating,Scalp Treatment ",This helps grow new hair to prevent hair loss! I&rsquo;ve noticed actual new growth and hair retention. It&rsquo;s thicker at the roots and reduces my hair loss  ,0
GA230819992,20240506,5,3,5,4,"Hair Type: Frizzy 
Hair Concern: Hair Growth,Scalp Treatment ,Hydrating",I&rsquo;ve noticed actual new growth and hair retention. It&rsquo;s thicker at the roots and reduces my hair loss,0
GA230819992,20240505,5,4,5,3,"Hair Type: Thinning 
Hair Concern: Volumizing,Thickening ",This is a repurchase. Love the feel and pleasant aroma.  Good value getting 2 bottles for this price,0
GA230819992,20240504,5,4,5,5,"Hair Type: Fine 
Hair Concern: Hydrating","I&#39;m through my first bottle now, so I can give a review

My hair feels a bit thicker and more dense since using the rosemary root enhancer after every hair wash. However, the greater benefit is how it cools down my scalp and improves the issue of having an oily scalp. It make me wash my hair a lot less. I also enjoy the nice smell!",0
GA230819992,20240503,5,4,5,5,,"I saw this product in Tiktok and since I just got back from Korea and did my scalp treatment/analysis there, the lady mentioned that it&rsquo;s crucial for me to use a hair tonic. This really made a huge difference to my hair&rsquo;s texture and hair growth. I already finished the first bottle and I&rsquo;m glad it came with two bottles. Definitely recommend anyone who wants healthier scalp to give this a try! ",0
GA230819992,20240502,4,3,5,5,"Hair Type: Thinning 
Hair Concern: Anti-Dandruff,Balancing ,Anti-Frizz","Quickly absorbs, nice scent. I bought it for my dry roots when I get out of the shower (I have very oily scalp tho), so it doesnt dry out or smt. It works for me, i dont have that felling anymore. Other changes I did not see.",0
GA230819992,20240502,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Anti-Frizz,Color Protection","Finally I got my hands on this. Been waiting for it so long either it is sold out or not on discount. But this Time I made my mind and buy it. As suffering from sensitive scalp this soothes my irritated scalp with cooling effects. 
Thank You OY❤️ ",0
GA230819992,20240502,5,4,4,4,,It feels so cooling on the scalp,0
GA230819992,20240501,5,5,5,5,"Hair Type: Colored
Hair Concern: Color Protection,Damage Repair,Hair Growth","Very effective. Will soon to buy more. And already recommended it to my colleagues, families, relatives and friends. Happy for the results within few days only ",0
GA230819992,20240501,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Damage Repair",Love the refreshing sensation on my scalp.,0
GA230819992,20240501,4,5,4,5,,"Llevo unos dias usandolo, aun no noto ningun cambio pero huele muy bien. Me gusta usarlo en la noche y hacerme el masaje capilar. ",0
GA230819992,20240501,5,5,5,5,,"I absolutely love the products from Olive Young. Korean products are superior, once you start using them, there is no way back. Very fast easy delivery, quality products and amazing prices. What you can ask for more? Definitely recommend it! ",0
GA230819992,20240430,5,4,5,5,"Hair Type: Dry 
Hair Concern: Anti-Dandruff,Damage Repair,Hair Growth",I wasn&rsquo;t expecting the rosemary one to also have the tea tree tingling feel but it does! It is refreshing and feels so good to use after a shower. ,0
